Plot,NE,Species,Leaf count,Leaf size,LAI,Percent cover,,,,,,,,,,,,A,NE
131,NE,FAGGRA2,9,30,270,A,,,,,,,,,,,,,
131,NE,UNK004,3,1,3,A,,,,,,,,,,,,,
131,SE,IMPCAP,103,3,309,A,,,,,,,,,,,,,
131,SE,VIOBLA,36,4,144,A,,,,,,,,,,,,,
131,SE,UNK014,20,5,100,A,,,,,,,,,,,,,
131,SE,DRYCAM,55,125,6875,C,,,,,,,,,,,,,
131,SE,MIACAN,11,4,44,A,,,,,,,,,,,,,
131,SE,ACERUB,2,6,12,A,,,,,,,,,,,,,
131,SE,ATHANG,1,165,165,A,,,,,,,,,,,,,
131,SE,OXAMON,13,6,78,A,,,,,,,,,,,,,
131,SE,RUBIDA,7,3,21,A,,,,,,,,,,,,,
131,SE,DENPUN,3,70,210,A,,,,,,,,,,,,,
131,SE,VIBLAT,5,160,800,A,,,,,,,,,,,,,
131,SE,FAGGRA,8,40,320,A,,,,,,,,,,,,,
131,SE,UNK017,-1,-1,20,A,,,,,,,,,,,,,
131,SE,TSUCAN,-1,-1,100,A,,,,,,,,,,,,,
131,SE,BRAARI,5,8,40,A,,,,,,,,,,,,,
131,SE,SYMPUN,102,8,816,A,,,,,,,,,,,,,
131,SE,UNK016,-1,-1,1680,B,,,,,,,,,,,,,
131,SE,UNK015,-1,-1,280,A,,,,,,,,,,,,,
131,SW,VIBLAT,32,130,4160,C,,,,,,,,,,,,,
131,SW,DRYCAM,46,180,8280,D,,,,,,,,,,,,,
131,SW,SYMPUN,87,8,696,A,,,,,,,,,,,,,
131,SW,DENPUN,3,130,390,A,,,,,,,,,,,,,
131,SW,VIOBLA,3,5,15,A,,,,,,,,,,,,,
131,SW,OXAMON,7,6,42,A,,,,,,,,,,,,,
131,SW,MIACAN,4,10,40,A,,,,,,,,,,,,,
131,SW,TRIBOR,24,5,120,A,,,,,,,,,,,,,
131,SW,UNK014,6,13,78,A,,,,,,,,,,,,,
131,SW,CINLAT,-1,-1,170,A,,,,,,,,,,,,,
131,SW,UNK016,32,35,1120,A,,,,,,,,,,,,,
131,SW,ACERUB,6,2,12,A,,,,,,,,,,,,,
131,SW,BRAARI,4,15,60,A,,,,,,,,,,,,,
131,SW,UNK015,13,15,195,A,,,,,,,,,,,,,
131,NW2,DENPUN,9,100,900,A,,,,,,,,,,,,,
131,NW2,TRIBOR,23,7,161,A,,,,,,,,,,,,,
131,NW2,CLIBOR,8,17,136,A,,,,,,,,,,,,,
131,NW2,ACERUB,4,2,8,A,,,,,,,,,,,,,
131,NW2,OXAMON,22,6,132,A,,,,,,,,,,,,,
131,NW2,ACEPEN,2,5,10,A,,,,,,,,,,,,,
131,NW2,AMESPP,25,15,375,A,,,,,,,,,,,,,
131,NW2,ARANUD,15,20,300,A,,,,,,,,,,,,,
131,NW2,PARNOV,2,50,100,A,,,,,,,,,,,,,
131,NW2,MIACAN,1,15,15,A,,,,,,,,,,,,,
131,NW2,DRYCAM,31,140,4340,C,,,,,,,,,,,,,
131,NW,RUBIDE,95,10,950,A,,,,,,,,,,,,,
131,NW,VIBLAT,42,175,7350,C,,,,,,,,,,,,,
131,NW,TRIBOR,13,7,91,A,,,,,,,,,,,,,
131,NW,DENPUN,3,150,450,A,,,,,,,,,,,,,
131,NW,ACEPEN,2,6,12,A,,,,,,,,,,,,,
131,NW,OXAMON,22,2,44,A,,,,,,,,,,,,,
131,NW,DRYCAM,16,180,2880,C,,,,,,,,,,,,,
131,NW,VIOBLA,8,5,40,A,,,,,,,,,,,,,
131,NW,ACESAC,2,30,60,A,,,,,,,,,,,,,
131,NW,MIACAM,22,10,220,A,,,,,,,,,,,,,
131,NW,UNK017,3,100,300,A,,,,,,,,,,,,,
131,NW,ACERUB,6,3,18,A,,,,,,,,,,,,,
131,NW,ACESPI,2,5,10,A,,,,,,,,,,,,,
131,NW,UNK004,4,2,8,A,,,,,,,,,,,,,
131,NW,SYMPUN,11,7,77,A,,,,,,,,,,,,,
131,NW,IMPCAP,8,2,16,A,,,,,,,,,,,,,
131,NW,CARSPP,-1,-1,160,A,,,,,,,,,,,,,
192,NE,ACEPEN,10,150,1500,B,,,,,,,,,,,,,
192,NE,ACESPI,8,25,200,A,,,,,,,,,,,,,
192,NE,TRIBOR,16,5,80,A,,,,,,,,,,,,,
192,NE,ONOSEN,9,90,810,B,,,,,,,,,,,,,
192,NE,ACERUB,15,20,300,A,,,,,,,,,,,,,
192,NE,PRUSER,30,4,120,A,,,,,,,,,,,,,
192,NE,BRAARI,50,162,8100,C,,,,,,,,,,,,,
192,NE,ARITRI,18,8,144,A,,,,,,,,,,,,,
192,NE,FRAAME,7,25,175,A,,,,,,,,,,,,,
192,NE,TIACOR,82,15,1230,B,,,,,,,,,,,,,
192,NE,ACESAC,2,20,40,A,,,,,,,,,,,,,
192,NE,PREALT,6,7,42,A,,,,,,,,,,,,,
192,NE,RUBPEN,3,3,9,A,,,,,,,,,,,,,
192,SE,CLEVIR,17,12,204,A,,,,,,,,,,,,,
192,SE,DRYINT,7,140,980,B,,,,,,,,,,,,,
192,SE,BRAARI,3,40,120,B,,,,,,,,,,,,,
192,SE,TRIBOR,65,4,260,A,,,,,,,,,,,,,
192,SE,FRAAME,19,25,475,A,,,,,,,,,,,,,
192,SE,UVUSES,5,3,15,A,,,,,,,,,,,,,
192,SE,PRUVIR,4,5,20,A,,,,,,,,,,,,,
192,SE,ACERUB,39,8,312,A,,,,,,,,,,,,,
192,SE,ARITRI,6,8,48,A,,,,,,,,,,,,,
192,SW,FRAAME,22,17,374,A,,,,,,,,,,,,,
192,SW,TRIBOR,5,7,35,A,,,,,,,,,,,,,
192,SW,PREALT,14,10,140,A,,,,,,,,,,,,,
192,SW,ACESPI,6,5,30,A,,,,,,,,,,,,,
192,SW,ACEPEN,2,160,320,A,,,,,,,,,,,,,
192,SW,FAGGRA,36,35,1260,A,,,,,,,,,,,,,
192,SW,ARITRI,15,3,45,A,,,,,,,,,,,,,
192,SW,PRUSER,28,7,196,A,,,,,,,,,,,,,
192,SW,RIBSPP,2,15,30,A,,,,,,,,,,,,,
192,SW,DRYINT,7,150,1050,B,,,,,,,,,,,,,
192,SW,BRAARI,1,7,7,A,,,,,,,,,,,,,
192,SW,ACERUB,8,5,40,A,,,,,,,,,,,,,
192,SW,UNK018,7,20,140,A,,,,,,,,,,,,,
192,SW,PRUVIR,4,7,28,A,,,,,,,,,,,,,
192,SW,ANEQUI,3,1,3,A,,,,,,,,,,,,,
192,NW,ACESAC,4,20,80,A,,,,,,,,,,,,,
192,NW,FRAAME,14,15,210,A,,,,,,,,,,,,,
192,NW,TIACOR,139,18,2502,B,,,,,,,,,,,,,
192,NW,PARNOV,31,110,3410,B,,,,,,,,,,,,,
192,NW,BRAARI,22,40,880,A,,,,,,,,,,,,,
192,NW,PRUSER,12,5,60,A,,,,,,,,,,,,,
192,NW,UNK018,53,20,1060,A,,,,,,,,,,,,,
192,NW,ACERUB,8,3,24,A,,,,,,,,,,,,,
192,NW,PREALT,5,7.5,37.5,A,,,,,,,,,,,,,
192,NW,TRIBOR,8,4,32,A,,,,,,,,,,,,,
192,NW,MIACAN,1,7,7,A,,,,,,,,,,,,,
192,NW2,ACEPEN2,44,175,7700,C,,,,,,,,,,,,,
192,NW2,DRYINT,14,130,1820,B,,,,,,,,,,,,,
192,NW2,ARITRI,24,15,360,A,,,,,,,,,,,,,
192,NW2,TIACOR,2,10,20,A,,,,,,,,,,,,,
192,NW2,PREALT,8,6,48,A,,,,,,,,,,,,,
192,NW2,ACERUB,2,3,6,A,,,,,,,,,,,,,
192,NW2,PRUSER,4,2,8,A,,,,,,,,,,,,,
192,NW2,TRIBOR,10,3,30,A,,,,,,,,,,,,,
192,NW2,ERIAME,1,7,7,A,,,,,,,,,,,,,
6,NE,FAGGRA,91,40,3640,C,,,,,,,,,,,,,
6,NE,OXAMON,9,6,54,A,,,,,,,,,,,,,
6,NE,DRYINT,11,30,330,A,,,,,,,,,,,,,
6,SE2,TIACOR,18,15,270,A,,,,,,,,,,,,,
6,SE2,ACEPEN,4,20,80,A,,,,,,,,,,,,,
6,SE2,FAGGRA2,70,25,1750,A,,,,,,,,,,,,,
6,SE2,ACESAC,2,15,30,A,,,,,,,,,,,,,
6,SE2,FRAAME,8,5,40,A,,,,,,,,,,,,,
6,SE2,UVUSES,23,5,115,A,,,,,,,,,,,,,
6,SE2,VIOBLA,7,5,35,A,,,,,,,,,,,,,
6,SE2,VIBLAT,1,150,150,A,,,,,,,,,,,,,
6,SE,UVUSES,226,7,1582,B,,,,,,,,,,,,,
6,SE,DRYINT,4,130,520,B,,,,,,,,,,,,,
6,SE,FRAAME,2,8,16,A,,,,,,,,,,,,,
6,SW,DRYINT,11,180,1980,B,,,,,,,,,,,,,
6,SW,OXAMON,12,4,48,A,,,,,,,,,,,,,
6,SW,TIACOR,2,5,10,A,,,,,,,,,,,,,
6,SW,ACESAC,4,7,28,A,,,,,,,,,,,,,
6,SW,FRAAME,6,7,42,A,,,,,,,,,,,,,
6,SW,ACEPEN,2,5,10,A,,,,,,,,,,,,,
6,NW,OXAMON,73,7,511,B,,,,,,,,,,,,,
6,NW,PARNOV,33,90,2970,B,,,,,,,,,,,,,
6,NW,DRYCAM,4,75,300,A,,,,,,,,,,,,,
6,NW,BETALL,22,15,330,A,,,,,,,,,,,,,
6,NW,UVUSES,116,8,928,A,,,,,,,,,,,,,
6,NW,FRAAME,2,1.5,3,A,,,,,,,,,,,,,
6,NW,ACESAC,2,1,2,A,,,,,,,,,,,,,
61,NE,HUPLUC,96,10,960,A,,,,,,,,,,,,,
61,NE,FAGGRA,8,15,120,A,,,,,,,,,,,,,
61,NE,PRUSER,10,8,80,A,,,,,,,,,,,,,
61,NE,ACESAC,26,3,78,A,,,,,,,,,,,,,
61,NE,VIBLAT,65,90,5850,C,,,,,,,,,,,,,
61,NE,TRISPP,3,15,45,A,,,,,,,,,,,,,
61,SE,ACESAC,54,2,108,A,,,,,,,,,,,,,
61,SE,PRUSER,11,5,55,A,,,,,,,,,,,,,
61,SE,ACEPEN,2,4,8,A,,,,,,,,,,,,,
61,SE,HUPLUC,2,8,16,A,,,,,,,,,,,,,
61,SE,FAGGRA,2,10,20,A,,,,,,,,,,,,,
61,SW2,DRYINT,3,170,510,B,,,,,,,,,,,,,
61,SW2,VIBLAT,48,100,4800,C,,,,,,,,,,,,,
61,SW2,ACESAC,24,3,72,A,,,,,,,,,,,,,
61,SW2,PRUSER,10,4,40,A,,,,,,,,,,,,,
61,SW,VIBLAT,50,100,5000,B,,,,,,,,,,,,,
61,SW,HUPLUC,69,15,1035,B,,,,,,,,,,,,,
61,SW,ACESAC,16,2,32,A,,,,,,,,,,,,,
61,SW,PRUSER,16,3,48,A,,,,,,,,,,,,,
61,NW,FAGGRA,10,25,250,A,,,,,,,,,,,,,
61,NW,VIBLAT,41,100,4100,C,,,,,,,,,,,,,
61,NW,TRISPP,20,30,600,B,,,,,,,,,,,,,
61,NW,MIACAN,14,7,98,A,,,,,,,,,,,,,
61,NW,PRUSER,8,3,24,A,,,,,,,,,,,,,
61,NW,ACESAC,32,3,96,A,,,,,,,,,,,,,
61,NW,HUPLUC,158,15,2370,B,,,,,,,,,,,,,
66,NE,VIBLAT,91,100,9100,C,,,,,,,,,,,,,
66,NE,ACESAC,38,2,76,A,,,,,,,,,,,,,
66,NE,FAGGRA,45,25,1125,B,,,,,,,,,,,,,
66,SE,PICRUB,-1,-1,450,A,,,,,,,,,,,,,
66,SE,FAGGRA,96,30,2880,B,,,,,,,,,,,,,
66,SE,ACESAC,80,2.5,200,A,,,,,,,,,,,,,
66,SE,VIBLAT,40,100,4000,B,,,,,,,,,,,,,
66,SE,CYPACA,2,70,140,A,,,,,,,,,,,,,
66,SW2,FAGGRA,85,35,2975,B,,,,,,,,,,,,,
66,SW2,DRYINT,1,165,165,A,,,,,,,,,,,,,
66,SW2,MIARAC,6,20,120,A,,,,,,,,,,,,,
66,SW2,FAGGRA2,44,30,1320,B,,,,,,,,,,,,,
66,SW2,VIBLAT,8,90,720,B,,,,,,,,,,,,,
66,SW2,ACESAC,50,2.5,125,A,,,,,,,,,,,,,
66,SW2,DENOBS,7,40,280,A,,,,,,,,,,,,,
66,SW,DRYINT,5,200,1000,B,,,,,,,,,,,,,
66,SW,FAGGRA,3,15,45,A,,,,,,,,,,,,,
66,SW,PICRUB,-1,-1,2860,C,,,,,,,,,,,,,
66,SW,MEDVIR,51,5,255,A,,,,,,,,,,,,,
66,SW,UVUSES,18,4,72,A,,,,,,,,,,,,,
66,SW,ACESAC,14,2,28,A,,,,,,,,,,,,,
66,SW,BETALL,2,2,4,A,,,,,,,,,,,,,
66,SW,HUPLUC,35,7,245,A,,,,,,,,,,,,,
66,SW,OXAMON,3,6,18,A,,,,,,,,,,,,,
66,SW,VIBLAT,35,80,2800,B,,,,,,,,,,,,,
66,SW,TRISPP,1,25,25,A,,,,,,,,,,,,,
66,SW,DENOBS,3,20,60,A,,,,,,,,,,,,,
66,NW,VIBLAT,194,130,25220,E,,,,,,,,,,,,,
66,NW,DRYINT,1,165,165,A,,,,,,,,,,,,,
66,NW,HUPLUC,52,10,520,A,,,,,,,,,,,,,
66,NW,ACESAC,56,1,56,A,,,,,,,,,,,,,
66,NW,MEDVIR,5,4,20,A,,,,,,,,,,,,,
66,NW,TRISPP,3,25,75,A,,,,,,,,,,,,,
60,NE,DRYINT,6,165,990,B,,,,,,,,,,,,,
60,NE,VIBLAN,66,110,7260,C,,,,,,,,,,,,,
60,NE,BETALL,4,0.5,2,A,,,,,,,,,,,,,
60,NE,ACESAC,10,1,10,A,,,,,,,,,,,,,
60,NE,OXAMON,2,0.5,1,A,,,,,,,,,,,,,
60,NE,PICRUB,-1,-1,1080,B,,,,,,,,,,,,,
60,SE,ACERUB,18,2.5,45,A,,,,,,,,,,,,,
60,SE,MITREP,12,2,24,A,,,,,,,,,,,,,
60,SE,PICRUB,-1,-1,1120,A,,,,,,,,,,,,,
60,SE,FAGGRA,115,35,4025,B,,,,,,,,,,,,,
60,SE,ACEPEN,4,5,20,A,,,,,,,,,,,,,
60,SE,MEDVIR,1,10,10,A,,,,,,,,,,,,,
60,SW,VIBLAN,36,100,3600,C,,,,,,,,,,,,,
60,SW,ACERUB,16,2,32,A,,,,,,,,,,,,,
60,SW,ACEPEN,20,90,1800,B,,,,,,,,,,,,,
60,SW,MITREP,306,1,306,A,,,,,,,,,,,,,
60,SW,UVUSES,51,3,153,A,,,,,,,,,,,,,
60,SW,FAGGRA,234,30,7020,E,,,,,,,,,,,,,
60,SW,CLIBOR,5,15,75,A,,,,,,,,,,,,,
60,SW,OXAMON,3,4,12,A,,,,,,,,,,,,,
60,SW,DRYCAM,4,50,200,A,,,,,,,,,,,,,
60,SW,PICRUB,-1,-1,100,A,,,,,,,,,,,,,
60,NW2,FAGGRA,108,30,3240,B,,,,,,,,,,,,,
60,NW2,MITREP,141,1,141,A,,,,,,,,,,,,,
60,NW2,ACEPEN,4,180,720,A,,,,,,,,,,,,,
60,NW2,BETALL,2,0.5,1,A,,,,,,,,,,,,,
60,NW2,DRYINT,6,130,780,A,,,,,,,,,,,,,
60,NW2,ACERUB,14,1.5,21,A,,,,,,,,,,,,,
60,NW2,VIBLAN,32,100,3200,B,,,,,,,,,,,,,
60,NW,ACEPEN,2,2,4,A,,,,,,,,,,,,,
60,NW,ACERUB,8,1,8,A,,,,,,,,,,,,,
60,NW,MITREP,6,1,6,A,,,,,,,,,,,,,
60,NW,PICRUB2,-1,-1,2160,E,,,,,,,,,,,,,
60,NW,VIBLAN,48,100,4800,B,,,,,,,,,,,,,
58,NE,VIBLAN,15,70,1050,B,,,,,,,,,,,,,
58,NE,CLIBOR,4,9,36,B,,,,,,,,,,,,,
58,NE,ACERUB,24,2,48,A,,,,,,,,,,,,,
58,NE,ACEPEN,2,5,10,A,,,,,,,,,,,,,
58,NE,HUPLUC,5,10,50,A,,,,,,,,,,,,,
58,NE,FAGGRA2,30,35,1050,B,,,,,,,,,,,,,
58,NE,DRYINT,4,60,240,A,,,,,,,,,,,,,
58,SE,HUPLUC,95,15,1425,A,,,,,,,,,,,,,
58,SE,DRYINT,8,170,1360,B,,,,,,,,,,,,,
58,SE,PRUSER,23,3,69,A,,,,,,,,,,,,,
58,SE,FAGGRA2,15,30,450,A,,,,,,,,,,,,,
58,SE,ACEPEN,2,3,6,A,,,,,,,,,,,,,
58,SE,ACESAC,42,2,84,A,,,,,,,,,,,,,
58,SE,BETALL,4,1,4,A,,,,,,,,,,,,,
58,SW2,VIBLAT,52,90,4680,B,,,,,,,,,,,,,
58,SW2,STRAMP,17,10,170,A,,,,,,,,,,,,,
58,SW2,CLIBOR,7,15,105,A,,,,,,,,,,,,,
58,SW2,HUPLUC,9,10,90,A,,,,,,,,,,,,,
58,SW2,ACEPEN,2,4,8,A,,,,,,,,,,,,,
58,SW2,TRIBOR,10,3,30,A,,,,,,,,,,,,,
58,SW2,ACESAC,24,2,48,A,,,,,,,,,,,,,
58,SW2,FAGGRA2,154,30,4620,B,,,,,,,,,,,,,
58,SW,FAGGRA2,35,35,1225,B,,,,,,,,,,,,,
58,SW,VIBLAT,85,100,8500,B,,,,,,,,,,,,,
58,SW,PRUSER,6,3,18,A,,,,,,,,,,,,,
58,SW,ACESAC,22,2,44,A,,,,,,,,,,,,,
58,SW,CLIBOR,1,25,25,A,,,,,,,,,,,,,
58,SW,ACEPEN,2,4,8,A,,,,,,,,,,,,,
58,NW,TRIUND,3,80,240,A,,,,,,,,,,,,,
58,NW,CLIBOR,4,70,280,A,,,,,,,,,,,,,
58,NW,DRYINT,1,140,140,A,,,,,,,,,,,,,
58,NW,FAGGRA,4,25,100,A,,,,,,,,,,,,,
58,NW,ACESAC,70,3,210,A,,,,,,,,,,,,,
58,NW,TSUGA,1,1,1,A,,,,,,,,,,,,,
2,NE,PARNOV,34,110,3740,B,,,,,,,,,,,,,
2,NE,ARANUD,10,18,180,A,,,,,,,,,,,,,
2,NE,PICRUB,-1,-1,800,B,,,,,,,,,,,,,
2,NE,TSUCAN,-1,-1,50,A,,,,,,,,,,,,,
2,NE,MIACAN,2,5,10,A,,,,,,,,,,,,,
2,NE,CLIBOR,3,40,120,A,,,,,,,,,,,,,
2,NE,VIBLAT,4,90,360,A,,,,,,,,,,,,,
2,NE,ACEPEN,1,30,30,A,,,,,,,,,,,,,
2,NE,HUPLUC,6,5,30,A,,,,,,,,,,,,,
2,SE,PARNOV,82,110,9020,B,,,,,,,,,,,,,
2,SE,ARANUD,67,30,2010,B,,,,,,,,,,,,,
2,SE,IMPCAP,6,1,6,A,,,,,,,,,,,,,
2,SE,CLIBOR,3,15,45,A,,,,,,,,,,,,,
2,SE,TSUCAN,3,1,3,A,,,,,,,,,,,,,
2,SE,BETALL,43,1,43,A,,,,,,,,,,,,,
2,SE,ACEPEN,12,160,1920,B,,,,,,,,,,,,,
2,SE,STRLAN,11,10,110,A,,,,,,,,,,,,,
2,SE2,VIBLAN,6,210,1260,B,,,,,,,,,,,,,
2,SE2,FAGGRA,15,15,225,A,,,,,,,,,,,,,
2,SE2,ACEPEN,4,257,1028,B,,,,,,,,,,,,,
2,SE2,PARNOV,32,90,2880,B,,,,,,,,,,,,,
2,SE2,TRIBOR,30,3,90,A,,,,,,,,,,,,,
2,SE2,ACERUB,18,3,54,A,,,,,,,,,,,,,
2,SE2,MIACAN,8,5,40,A,,,,,,,,,,,,,
2,SE2,OXAMON,15,4,60,A,,,,,,,,,,,,,
2,SE2,STRLAN,22,10,220,A,,,,,,,,,,,,,
2,SE2,ARANUD,15,40,600,A,,,,,,,,,,,,,
2,SE2,FRAAME,4,5,20,A,,,,,,,,,,,,,
2,SE2,CLIBOR,2,15,30,A,,,,,,,,,,,,,
2,SE2,UNK019,1,12,12,A,,,,,,,,,,,,,
2,SW,PARNOV,12,70,840,B,,,,,,,,,,,,,
2,SW,VIBLAT,8,90,720,A,,,,,,,,,,,,,
2,SW,ACEPEN,4,5,20,A,,,,,,,,,,,,,
2,SW,ACERUB,4,2,8,A,,,,,,,,,,,,,
2,SW,UVUSES,12,5,60,A,,,,,,,,,,,,,
2,SW,MICAN,1,5,5,A,,,,,,,,,,,,,
2,SW,FAGGRA,13,15,195,A,,,,,,,,,,,,,
2,SW,PICRUB,-1,-1,15,A,,,,,,,,,,,,,
2,NW,PICRUB,-1,-1,1600,B,,,,,,,,,,,,,
2,NW,CORCOR,33,20,660,A,,,,,,,,,,,,,
2,NW,VIBLAT,50,90,4500,C,,,,,,,,,,,,,
2,NW,PARNOV,17,130,2210,B,,,,,,,,,,,,,
2,NW,UVUSES,108,8,864,A,,,,,,,,,,,,,
2,NW,CLIBOR,1,25,25,A,,,,,,,,,,,,,
2,NW,MIACAN,3,5,15,A,,,,,,,,,,,,,
2,NW,ARITRI,3,3,9,A,,,,,,,,,,,,,
2,NW,DRYCAM,6,40,240,A,,,,,,,,,,,,,
2,NW,HUPLUC,14,15,210,A,,,,,,,,,,,,,
2,NW,TRIBOR,9,3,27,A,,,,,,,,,,,,,
2,NW,PICRUB2,-1,-1,20,A,,,,,,,,,,,,,
2,NW,STRLAN,3,7,21,A,,,,,,,,,,,,,
2,NW,ARANUD,9,20,180,A,,,,,,,,,,,,,
113,NE,DRYINT,27,200,5400,B,,,,,,,,,,,,,
113,NE,FAGGRA,12,20,240,A,,,,,,,,,,,,,
113,NE,HUPLUC,384,15,5760,B,,,,,,,,,,,,,
113,NE,ACESAC,4,2,8,A,,,,,,,,,,,,,
113,NE,PRUSER,4,3,12,A,,,,,,,,,,,,,
113,NE2,VIBLAN,33,110,3630,B,,,,,,,,,,,,,
113,NE2,MEDVIR,16,15,240,A,,,,,,,,,,,,,
113,NE2,HUPLUC,485,15,7275,C,,,,,,,,,,,,,
113,NE2,FAGGRA,158,25,3950,B,,,,,,,,,,,,,
113,NE2,TRISPP,3,120,360,A,,,,,,,,,,,,,
113,NE2,PRUSER,9,3,27,A,,,,,,,,,,,,,
113,SE,FAGGRA,120,35,4200,B,,,,,,,,,,,,,
113,SE,TRISPP,3,60,180,A,,,,,,,,,,,,,
113,SE,PRUSER,21,4,84,A,,,,,,,,,,,,,
113,SE,DRYINT,1,165,165,A,,,,,,,,,,,,,
113,SE,ACEPEN,2,6,12,A,,,,,,,,,,,,,
113,SE,PICRUB,1,10,10,A,,,,,,,,,,,,,
113,SE,ACESAC,4,2,8,A,,,,,,,,,,,,,
113,SW,MEDVIR,23,4,92,A,,,,,,,,,,,,,
113,SW,PRUSER,58,4,232,A,,,,,,,,,,,,,
113,SW,FAGGRA,332,35,11620,C,,,,,,,,,,,,,
113,SW,TRISPP,5,25,125,A,,,,,,,,,,,,,
113,SW,UNK020,9,15,135,A,,,,,,,,,,,,,
113,SW,ACERUB,1,20,20,A,,,,,,,,,,,,,
113,NW,MEDVIR,64,7,448,A,,,,,,,,,,,,,
113,NW,FAGGRA,180,35,6300,C,,,,,,,,,,,,,
113,NW,DENPUN,2,50,100,A,,,,,,,,,,,,,
113,NW,ABIBAL,-1,-1,40,A,,,,,,,,,,,,,
113,NW,PRUVIR,24,5,120,A,,,,,,,,,,,,,
113,NW,ACERUB,10,20,200,A,,,,,,,,,,,,,
113,NW,ACEPEN,2,10,20,A,,,,,,,,,,,,,
113,NW,HUPLUC,24,10,240,A,,,,,,,,,,,,,
113,NW,VIOBLA,2,4,8,A,,,,,,,,,,,,,
113,NW,BETALL,6,5,30,A,,,,,,,,,,,,,
122,NE,ACEPEN,16,10,160,A,,,,,,,,,,,,,
122,NE,ACESAC,4,20,80,A,,,,,,,,,,,,,
122,NE,ACERUB,4,8,32,A,,,,,,,,,,,,,
122,NE,POPTRE,20,26,520,A,,,,,,,,,,,,,
122,NE,DRYCAM,1,200,200,A,,,,,,,,,,,,,
122,NE2,ACEPEN,12,7,84,A,,,,,,,,,,,,,
122,NE2,ACESAC,4,15,60,A,,,,,,,,,,,,,
122,NE2,TRIBOR,2,8,16,A,,,,,,,,,,,,,
122,NE2,ACERUB,1,5,5,A,,,,,,,,,,,,,
122,NE2,DRYCAM,2,20,40,A,,,,,,,,,,,,,
122,NE2,FRAAME,1,3,3,A,,,,,,,,,,,,,
122,NE2,FAGGRA2,73,35,2555,B,,,,,,,,,,,,,
122,SE,MIACAN,7,8,56,A,,,,,,,,,,,,,
122,SE,ACEPEN,12,8,96,A,,,,,,,,,,,,,
122,SE,ACESAC,2,5,10,A,,,,,,,,,,,,,
122,SE,POPTRE,13,8,104,A,,,,,,,,,,,,,
122,SW,FRAAME,14,8,112,A,,,,,,,,,,,,,
122,SW,ACESAC,22,5,110,A,,,,,,,,,,,,,
122,SW,ACEPEN,10,6,60,A,,,,,,,,,,,,,
122,SW,ACERUB,10,8,80,A,,,,,,,,,,,,,
122,SW,DENOBS,3,40,120,A,,,,,,,,,,,,,
122,SW,SPIANN,4,40,160,A,,,,,,,,,,,,,
122,SW,VIOBLA,3,7,21,A,,,,,,,,,,,,,
122,NW,ACESAC,6,15,90,A,,,,,,,,,,,,,
122,NW,ACEPEN,12,8,96,A,,,,,,,,,,,,,
122,NW,FRAAME,2,4,8,A,,,,,,,,,,,,,
57,NE,CARINT,-1,-1,20,A,,,,,,,,,,,,,
57,NE,RUBALL,36,7,252,A,,,,,,,,,,,,,
57,NE,RUBIDE,164,10,1640,A,,,,,,,,,,,,,
57,NE,UNK014,28,10,280,A,,,,,,,,,,,,,
57,NE,PRUSER,2,15,30,A,,,,,,,,,,,,,
57,NE,MIACAN,35,10,350,A,,,,,,,,,,,,,
57,NE,CLIBOR,5,15,75,A,,,,,,,,,,,,,
57,NE,ARANUD,18,20,360,A,,,,,,,,,,,,,
57,NE,VIBLAN,9,90,810,A,,,,,,,,,,,,,
57,NE,TRIBOR,19,6,114,A,,,,,,,,,,,,,
57,NE,ACERUB,35,25,875,A,,,,,,,,,,,,,
57,NE,FRAAME,3,15,45,A,,,,,,,,,,,,,
57,NE,SOLRUG,18,3,54,A,,,,,,,,,,,,,
57,NE,ABIBAL,1,1,1,A,,,,,,,,,,,,,
57,SE,TRIUND,1,3,3,A,,,,,,,,,,,,,
57,SE,UVUSES,18,3,54,A,,,,,,,,,,,,,
57,SE,MIACAN,17,5,85,A,,,,,,,,,,,,,
57,SE,MEDVIR,8,3,24,A,,,,,,,,,,,,,
57,SE,PICRUB,-1,-1,2080,E,,,,,,,,,,,,,
57,SE,ACERUB,3,0.5,1.5,A,,,,,,,,,,,,,
57,SE,ARANUD,8,4,32,A,,,,,,,,,,,,,
57,SE,DENPUN,2,20,40,A,,,,,,,,,,,,,
57,SE,PRUSER,2,2,4,A,,,,,,,,,,,,,
57,SW,MIACAN,40,5,200,A,,,,,,,,,,,,,
57,SW,ACERUB,4,1,4,A,,,,,,,,,,,,,
57,SW,TRIUND,9,15,135,A,,,,,,,,,,,,,
57,SW,FAGGRA,8,7,56,A,,,,,,,,,,,,,
57,SW,DRYINT,6,35,210,A,,,,,,,,,,,,,
57,SW,ABIBAL,-1,-1,1,A,,,,,,,,,,,,,
57,NW,ACESAC,4,1,4,A,,,,,,,,,,,,,
57,NW,MIACAN,3,3,9,A,,,,,,,,,,,,,
57,NW,DRYINT,8,35,280,A,,,,,,,,,,,,,
57,NW,FAGGRA,10,15,150,A,,,,,,,,,,,,,
57,NW,ACEPEN,2,3,6,A,,,,,,,,,,,,,
57,NW,AGRPER,1,3,3,A,,,,,,,,,,,,,
57,NW2,FAGGRA,22,20,440,A,,,,,,,,,,,,,
57,NW2,TSUCAN,-1,-1,1,A,,,,,,,,,,,,,
57,NW2,ACESAC,2,1,2,A,,,,,,,,,,,,,
57,NW2,FAGGRA2,78,20,1560,B,,,,,,,,,,,,,
